| Player | Agents | Rnd | R2.0 | ACS | K:D | KAST | ADR | KPR | APR | FKPR | FDPR | HS% | CL% | CL | KMax | K | D | A | FK | FD |
| [Skyy  TNX](/player/18793/skyy) | (+5) | 381 | 0.88 | 192.2 | 0.86 | 68% | 127.5 | 0.66 | 0.25 | 0.11 | 0.13 | 31% | 15% | 4/27 | [23](/529552/burger-boyz-vs-tenax-funhavergg-mad-science-draft-4-ro16) | 253 | 295 | 94 | 42 | 50 |
| [nicksz  RED](/player/23010/nicksz) |  | 254 | 0.88 | 189.6 | 0.86 | 71% | 120.9 | 0.65 | 0.33 | 0.09 | 0.09 | 29% | 16% | 5/31 | [20](/518743/peek-vs-f4tality-challengers-2025-brazil-gamers-club-split-2-elim) | 165 | 192 | 84 | 22 | 22 |
| [MrFaliN  FUT](/player/8044/mrfalin) |  | 247 | 0.88 | 168.6 | 0.77 | 64% | 111.4 | 0.57 | 0.37 | 0.07 | 0.09 | 24% | 14% | 5/35 | [25](/511545/fut-esports-vs-gentle-mates-vct-2025-emea-stage-2-w1) | 141 | 182 | 92 | 18 | 21 |
| [Papi  GEXP](/player/13219/papi) | (+1) | 241 | 0.88 | 170.8 | 0.86 | 71% | 113.6 | 0.58 | 0.29 | 0.06 | 0.06 | 27% | 6% | 2/33 | [17](/508819/rex-regum-qeon-vs-global-esports-vct-2025-pacific-stage-2-w1) | 140 | 163 | 71 | 14 | 14 |
| [flyuh  MKOI](/player/3685/flyuh) | (+1) | 287 | 0.88 | 185.9 | 0.85 | 69% | 127.6 | 0.65 | 0.28 | 0.06 | 0.07 | 26% | 16% | 5/32 | [23](/511546/team-liquid-vs-koi-vct-2025-emea-stage-2-w1) | 187 | 219 | 80 | 18 | 19 |
| [Hainzu  Infe](/player/43124/hainzu) |  | 241 | 0.88 | 183.8 | 0.81 | 66% | 119.7 | 0.66 | 0.30 | 0.05 | 0.09 | 31% | 9% | 3/33 | [28](/510541/nx-vs-chilkey-foxes-challengers-2025-oceania-split-2-b) | 158 | 195 | 72 | 13 | 21 |
| [dancingdino371  FIU](/player/39176/dancingdino371) | (+5) | 454 | 0.88 | 203.6 | 0.89 | 67% | 133.6 | 0.72 | 0.24 | 0.11 | 0.11 | 35% | 18% | 9/49 | [25](/509751/qor-vs-we-have-paper-rex-at-home-funhavergg-zero-in-qualifier-6-group-stage-winners-e) | 326 | 367 | 107 | 51 | 50 |
| [Shalaby  RAAD](/player/5639/shalaby) |  | 356 | 0.88 | 183.9 | 0.88 | 64% | 123.4 | 0.64 | 0.19 | 0.08 | 0.10 | 31% | 15% | 7/47 | [22](/489324/team-raad-vs-gamax-esports-challengers-2025-mena-resilience-north-africa-and-levant-split-2-ubf) | 228 | 259 | 67 | 28 | 37 |
| [unstable  FLY](/player/27884/unstable) | (+2) | 201 | 0.88 | 177.7 | 0.89 | 67% | 113.7 | 0.62 | 0.32 | 0.08 | 0.09 | 29% | 12% | 3/25 | [22](/531569/rice-and-cracker-vs-team-evictix-red-funhavergg-zero-in-lan-swiss-stage-r4-1-2) | 125 | 141 | 65 | 17 | 19 |
| [aurelia  AxA](/player/39710/aurelia) | (+1) | 241 | 0.88 | 170.3 | 0.78 | 69% | 100.1 | 0.56 | 0.31 | 0.06 | 0.06 | 20% | 10% | 5/48 | [18](/518391/respawned-cats-vs-alliance-angels-game-changers-2025-north-america-stage-2-ubsf) | 136 | 174 | 75 | 14 | 14 |
| [Bearrett  BZK](/player/39124/bearrett) | (+5) | 275 | 0.88 | 187.8 | 0.79 | 71% | 130.1 | 0.64 | 0.39 | 0.08 | 0.11 | 31% | 11% | 4/35 | [25](/511503/revitalize-vs-zoned-out-gaming-funhavergg-zero-in-qualifier-7-ro16) | 177 | 224 | 107 | 23 | 29 |
| [hoody  FKS](/player/2690/hoody) | (+1) | 208 | 0.88 | 170.7 | 0.78 | 66% | 117.1 | 0.58 | 0.32 | 0.07 | 0.10 | 25% | 12% | 3/25 | [20](/511657/mouz-vs-fokus-challengers-2025-dach-evolution-split-3-group-stage-r3) | 120 | 154 | 67 | 15 | 20 |
| [ANDYYOSHI  EVX](/player/50811/andyyoshi) | (+2) | 253 | 0.88 | 196.5 | 0.92 | 67% | 124.0 | 0.74 | 0.25 | 0.08 | 0.13 | 33% | 16% | 5/32 | [32](/536968/dynamo-vs-polish-puggers-shark-attack-1-ro16) | 186 | 202 | 64 | 19 | 34 |
| [Gwangboong  QTD](/player/40726/gwangboong) |  | 271 | 0.88 | 199.2 | 0.86 | 70% | 134.1 | 0.68 | 0.19 | 0.14 | 0.17 | 26% | 11% | 2/19 | [24](/510427/qt-dig-vs-noez-foxx-challengers-2025-japan-split-3-w2) | 183 | 212 | 52 | 39 | 46 |
| [DonatelloOO  TLA](/player/40750/donatellooo) | (+2) | 484 | 0.88 | 203.2 | 0.95 | 66% | 133.6 | 0.72 | 0.18 | 0.15 | 0.17 | 32% | 8% | 2/26 | [22](/521602/team-liquid-academy-vs-metizport-challengers-2025-north-east-samsung-odyssey-split-3-lr2) | 349 | 366 | 85 | 73 | 82 |
| [Inspire  NV](/player/53/inspire) |  | 512 | 0.88 | 167.8 | 0.89 | 66% | 113.1 | 0.58 | 0.19 | 0.13 | 0.10 | 30% | 9% | 8/86 | [22](/516061/canezerra-n-friends-vs-team-evictix-red-funhavergg-zero-in-final-qualifier-ro32) | 295 | 332 | 99 | 64 | 50 |
| [stax  T1](/player/485/stax) |  | 442 | 0.88 | 158.6 | 0.84 | 68% | 107.9 | 0.56 | 0.24 | 0.03 | 0.06 | 29% | 16% | 10/64 | [21](/508830/t1-vs-zeta-division-vct-2025-pacific-stage-2-w2) | 246 | 292 | 108 | 15 | 27 |
| [noi  SSP](/player/30248/noi) | (+1) | 437 | 0.88 | 169.9 | 0.80 | 68% | 111.2 | 0.60 | 0.37 | 0.04 | 0.05 | 26% | 10% | 6/62 | [21](/521562/small-crew-vs-ssp-numina-equal-esports-queens-2025-split-3-ubsf) | 261 | 325 | 162 | 17 | 23 |
| [Lynn  UW.GC](/player/20977/lynn) |  | 211 | 0.88 | 161.4 | 0.78 | 67% | 114.0 | 0.55 | 0.26 | 0.06 | 0.09 | 25% | 18% | 6/33 | [16](/504889/university-war-gc-vs-zen-esports-gc-game-changers-2025-latam-south-stage-2-ubsf) | 115 | 148 | 54 | 12 | 19 |
| [kya  DET](/player/7231/kya) | (+3) | 419 | 0.88 | 166.6 | 0.82 | 69% | 107.3 | 0.60 | 0.38 | 0.05 | 0.09 | 28% | 14% | 6/44 | [27](/520206/d-ti-ulice-vs-metizport-challengers-2025-north-east-samsung-odyssey-split-3-r4-2-1) | 250 | 306 | 160 | 21 | 36 |
| [mikester  BLUE](/player/29689/mikester) |  | 472 | 0.88 | 190.5 | 0.88 | 70% | 126.7 | 0.68 | 0.22 | 0.06 | 0.09 | 33% | 18% | 9/50 | [23](/511500/blue-otter-vs-burger-boyz-funhavergg-zero-in-qualifier-7-ro16) | 320 | 365 | 104 | 28 | 43 |
| [tex  LEV](/player/1818/tex) | (+4) | 595 | 0.87 | 173.5 | 0.93 | 70% | 113.8 | 0.63 | 0.17 | 0.11 | 0.11 | 32% | 15% | 10/66 | [23](/511523/kr-esports-vs-leviat-n-tixinha-sacy-invitational-by-bonoxs-gf) | 374 | 404 | 100 | 63 | 66 |
| [glovee  GS](/player/7353/glovee) | (+1) | 271 | 0.87 | 166.8 | 0.82 | 69% | 107.8 | 0.58 | 0.34 | 0.04 | 0.10 | 27% | 22% | 4/18 | [21](/511223/galatasaray-esports-vs-s2g-esports-challengers-2025-t-rkiye-birlik-split-3-ur1) | 156 | 190 | 93 | 11 | 27 |
| [Raincoat](/player/34524/raincoat) | (+1) | 217 | 0.87 | 179.9 | 0.78 | 65% | 125.4 | 0.60 | 0.23 | 0.10 | 0.09 | 31% | 3% | 1/31 | [17](/509736/burger-boyz-vs-octonauts-funhavergg-zero-in-qualifier-6-group-stage-winners-b) | 131 | 168 | 50 | 22 | 20 |
| [W1LL  TSE](/player/24426/w1ll) | (+2) | 339 | 0.87 | 174.0 | 0.83 | 68% | 114.9 | 0.60 | 0.27 | 0.09 | 0.09 | 26% | 16% | 7/43 | [23](/517001/formulation-gaming-vs-twisted-saints-esports-challengers-2025-north-east-samsung-odyssey-split) | 202 | 242 | 90 | 29 | 30 |
| [patip  BCK](/player/24853/patip) |  | 295 | 0.87 | 159.1 | 0.83 | 71% | 113.5 | 0.58 | 0.24 | 0.03 | 0.07 | 34% | 8% | 5/63 | [18](/510444/tbs-gc-vs-corinthians-esports-inclusivo-game-changers-2025-brazil-stage-2-r4) | 172 | 207 | 70 | 10 | 20 |
| [Moh  TU](/player/5600/moh) |  | 395 | 0.87 | 169.0 | 0.89 | 69% | 114.3 | 0.62 | 0.29 | 0.06 | 0.13 | 30% | 4% | 2/48 | [25](/521725/team-raad-vs-the-ultimates-challengers-2025-mena-resilience-lan-finals-ubsf) | 246 | 277 | 116 | 24 | 50 |
| [UR  RIG.L](/player/39902/ur) |  | 235 | 0.87 | 201.4 | 0.85 | 65% | 135.0 | 0.70 | 0.23 | 0.11 | 0.16 | 22% | 15% | 3/20 | [26](/494868/reignite-lily-vs-meteor-game-changers-2025-japan-split-2-lbf) | 164 | 192 | 55 | 26 | 37 |
| [iansn  CCG](/player/34624/iansn) | (+1) | 248 | 0.87 | 171.7 | 0.82 | 73% | 116.0 | 0.62 | 0.26 | 0.05 | 0.06 | 37% | 21% | 6/29 | [25](/526717/dynamo-vs-liability-and-co-funhavergg-zero-in-lan-ro16) | 153 | 187 | 65 | 13 | 16 |
| [SEIDER  MZP](/player/217/seider) | (+3) | 308 | 0.87 | 173.9 | 0.83 | 69% | 112.8 | 0.60 | 0.36 | 0.06 | 0.10 | 31% | 9% | 3/34 | [19](/511319/metizport-vs-boars-challengers-2025-north-east-samsung-odyssey-split-3-r1) | 184 | 222 | 111 | 19 | 32 |
| [m4ndzin  SCCP.IN](/player/9821/m4ndzin) |  | 238 | 0.87 | 179.3 | 0.83 | 71% | 119.0 | 0.61 | 0.35 | 0.07 | 0.09 | 24% | 15% | 4/27 | [17](/514824/2game-esports-gc-vs-mibr-gc-game-changers-2025-brazil-stage-2-ubsf) | 144 | 173 | 84 | 16 | 22 |
| [hiroronn  RC](/player/10588/hiroronn) | (+1) | 327 | 0.87 | 169.7 | 0.88 | 69% | 115.5 | 0.61 | 0.19 | 0.06 | 0.10 | 30% | 10% | 4/41 | [18](/510428/delight-vs-reject-challengers-2025-japan-split-3-w3) | 201 | 229 | 63 | 21 | 33 |
| [Shinobu](/player/41186/shinobu) | (+1) | 201 | 0.87 | 180.0 | 0.79 | 68% | 111.5 | 0.62 | 0.35 | 0.09 | 0.06 | 32% | 14% | 5/37 | [17](/516772/marlon-n-friends-vs-littlecatboys-challengers-2025-oceania-split-2-r1) | 124 | 156 | 71 | 18 | 13 |
| [Austinair  Ace](/player/49856/austinair) |  | 455 | 0.87 | 171.1 | 0.79 | 70% | 112.1 | 0.56 | 0.31 | 0.08 | 0.08 | 15% | 15% | 8/54 | [24](/532302/team-evictix-red-vs-pug-squad-funhavergg-back-to-basics-1-ro16) | 255 | 321 | 142 | 35 | 35 |
| [mazin  LOS](/player/8872/mazin) |  | 205 | 0.87 | 175.2 | 0.86 | 71% | 113.4 | 0.59 | 0.38 | 0.06 | 0.08 | 30% | 25% | 6/24 | [17](/493352/los-grandes-vs-f4tality-challengers-2025-brazil-gamers-club-split-2-r6) | 121 | 140 | 78 | 13 | 17 |
| [Cebando  EXL](/player/9354/cebando) |  | 292 | 0.87 | 174.1 | 0.86 | 67% | 111.5 | 0.63 | 0.33 | 0.09 | 0.10 | 33% | 21% | 6/28 | [18](/525800/e-xolos-lazer-vs-six-karma-challengers-2025-latam-north-ace-stage-2-ubf) | 183 | 214 | 95 | 25 | 29 |
| [ITaoEartH](/player/23896/itaoearth) | (+1) | 283 | 0.87 | 166.9 | 0.81 | 70% | 112.1 | 0.58 | 0.28 | 0.07 | 0.10 | 31% | 11% | 3/28 | [19](/512885/xoxo-01-vs-team-nkt-challengers-2025-southeast-asia-split-3-c) | 164 | 202 | 80 | 20 | 29 |
| [rDeeW  JJH](/player/2993/rdeew) | (+3) | 223 | 0.87 | 189.5 | 0.91 | 62% | 127.7 | 0.70 | 0.18 | 0.09 | 0.09 | 30% | 13% | 3/23 | [21](/520240/abbas-and-friends-vs-bobo-challengers-2025-oceania-split-2-r6) | 156 | 171 | 40 | 21 | 21 |
| [MerSa  FFV](/player/4892/mersa) | (+2) | 208 | 0.87 | 168.0 | 0.82 | 63% | 111.5 | 0.59 | 0.23 | 0.06 | 0.11 | 24% | 13% | 5/38 | [23](/511198/fenerbah-e-esports-vs-fire-flux-vatangame-challengers-2025-t-rkiye-birlik-split-3-w2) | 122 | 148 | 47 | 13 | 23 |
| [Elab0rate  MAK](/player/30700/elab0rate) | (+1) | 241 | 0.87 | 211.8 | 0.86 | 69% | 126.9 | 0.69 | 0.27 | 0.20 | 0.23 | 18% |  | 0/9 | [21](/523251/shopify-rebellion-gold-vs-mak-n-cheese-game-changers-2025-north-america-stage-2-r2-1-0) | 167 | 194 | 64 | 48 | 55 |
| [soren  KCBS](/player/7173/soren) | (+2) | 212 | 0.87 | 192.2 | 0.94 | 68% | 132.3 | 0.69 | 0.16 | 0.10 | 0.11 | 30% | 18% | 3/17 | [20](/511621/kcorp-blue-stars-vs-hide-on-bush-challengers-2025-france-revolution-split-3-w1) | 147 | 156 | 34 | 21 | 23 |
| [mogzin  CCG](/player/49913/mogzin) | (+1) | 350 | 0.87 | 174.9 | 0.83 | 66% | 116.7 | 0.60 | 0.22 | 0.07 | 0.09 | 29% | 12% | 8/68 | [20](/509783/relaxed-reptilians-vs-ccg-esports-funhavergg-zero-in-qualifier-6-group-stage-decider-k) | 210 | 252 | 76 | 23 | 30 |
| [PapaSmurf  EVX](/player/14787/papasmurf) | (+1) | 743 | 0.86 | 178.3 | 0.81 | 67% | 120.2 | 0.59 | 0.31 | 0.05 | 0.10 | 19% | 13% | 13/104 | [21](/510039/tenax-vs-invictus-esports-funhavergg-zero-in-qualifier-6-ro32) | 439 | 539 | 231 | 38 | 71 |
| [Makaveli  DXE](/player/30693/makaveli) | (+1) | 295 | 0.86 | 172.4 | 0.81 | 66% | 115.5 | 0.61 | 0.21 | 0.09 | 0.08 | 32% | 17% | 6/36 | [21](/511537/dot-exe-vs-revenant-xspark-challengers-2025-south-asia-ascension-qualifiers-lr1) | 179 | 220 | 61 | 28 | 24 |
| [gucc107  WVU](/player/8496/gucc107) | (+2) | 324 | 0.86 | 178.8 | 0.82 | 62% | 115.0 | 0.63 | 0.32 | 0.06 | 0.08 | 21% | 17% | 6/35 | [21](/515732/jobuypower-vs-zoned-out-gaming-funhavergg-zero-in-final-qualifier-groups-winners-m) | 203 | 248 | 104 | 21 | 27 |
| [saadhak  KC](/player/727/saadhak) | (+2) | 505 | 0.86 | 168.6 | 0.78 | 67% | 113.1 | 0.55 | 0.34 | 0.07 | 0.10 | 31% | 13% | 7/54 | [22](/510128/g2-esports-vs-karmine-corp-esports-world-cup-2025-opening-a) | 280 | 361 | 172 | 34 | 49 |
| [JN3v1cE  MISA](/player/4894/jn3v1ce) |  | 203 | 0.86 | 175.7 | 0.77 | 70% | 112.9 | 0.58 | 0.38 | 0.09 | 0.09 | 26% | 7% | 2/28 | [24](/511209/eternal-fire-vs-misa-esports-challengers-2025-t-rkiye-birlik-split-3-w4) | 118 | 153 | 78 | 19 | 18 |
| [tuyz  FUR](/player/2408/tuyz) |  | 307 | 0.86 | 155.7 | 0.76 | 70% | 106.4 | 0.57 | 0.37 | 0.06 | 0.06 | 28% | 17% | 9/52 | [33](/510616/2game-esports-vs-furia-tixinha-sacy-invitational-by-bonoxs-rr) | 174 | 229 | 113 | 17 | 19 |
| [jake  CSP](/player/34529/jake) | (+1) | 276 | 0.86 | 196.3 | 0.84 | 63% | 132.6 | 0.66 | 0.17 | 0.12 | 0.13 | 27% | 14% | 4/28 | [27](/515717/revitalize-vs-octonauts-funhavergg-zero-in-final-qualifier-groups-winners-j) | 183 | 217 | 46 | 34 | 35 |
| [Gnadel  GGA](/player/50827/gnadel) |  | 270 | 0.86 | 174.7 | 0.82 | 69% | 109.6 | 0.59 | 0.21 | 0.11 | 0.09 | 25% | 14% | 6/44 | [20](/511288/slt-seongnam-vs-gen-g-global-academy-challengers-2025-korea-wdg-stage-3-w3) | 159 | 195 | 58 | 31 | 25 |
| [Albaladejo](/player/51271/albaladejo) | (+2) | 295 | 0.86 | 178.3 | 0.82 | 69% | 121.1 | 0.63 | 0.30 | 0.06 | 0.09 | 25% | 11% | 2/19 | [24](/533515/tbs-esports-gc-vs-n-o-estamos-aqui-game-changers-2025-brazil-last-chance-qualifier-ubf) | 185 | 226 | 88 | 19 | 26 |
| [Falk  ZETA.AC](/player/51094/falk) | (+2) | 279 | 0.86 | 168.6 | 0.82 | 69% | 109.4 | 0.61 | 0.26 | 0.05 | 0.10 | 38% | 11% | 5/46 | [21](/510414/zeta-division-academy-vs-riddle-order-challengers-2025-japan-split-3-w1) | 170 | 208 | 73 | 15 | 28 |
| [liazzi  SCCP](/player/2567/liazzi) | (+2) | 362 | 0.86 | 164.6 | 0.86 | 73% | 105.4 | 0.58 | 0.24 | 0.06 | 0.10 | 27% | 14% | 6/42 | [21](/518744/f4tality-vs-corinthians-esports-challengers-2025-brazil-gamers-club-split-2-decider) | 211 | 245 | 88 | 20 | 37 |
| [Iceyyy  RRQA](/player/46046/iceyyy) |  | 232 | 0.86 | 189.9 | 0.90 | 63% | 124.1 | 0.67 | 0.19 | 0.14 | 0.21 | 23% | 6% | 1/18 | [21](/521229/oasis-gaming-vs-rrq-academy-challengers-2025-southeast-asia-split-3-w4) | 155 | 173 | 45 | 33 | 48 |
| [Racoone  The](/player/44838/racoone) |  | 866 | 0.86 | 171.6 | 0.82 | 66% | 110.3 | 0.58 | 0.29 | 0.09 | 0.11 | 14% | 26% | 23/88 | [25](/526083/dynamo-vs-sad-esports-funhavergg-zero-in-lan-swiss-stage-r2-1-0) | 505 | 614 | 248 | 82 | 97 |
| [Akeman  DRG](/player/52904/akeman) |  | 436 | 0.86 | 195.2 | 0.86 | 66% | 129.9 | 0.67 | 0.25 | 0.13 | 0.15 | 27% |  |  | [25](/506934/dragon-ranger-gaming-vs-nova-esports-vct-2025-china-stage-2-w1) | 290 | 338 | 111 | 58 | 67 |
| [Banger  BFX](/player/27444/banger) | (+1) | 223 | 0.86 | 172.6 | 0.86 | 66% | 110.3 | 0.59 | 0.22 | 0.08 | 0.11 | 29% | 25% | 9/36 | [18](/511272/t1-academy-vs-fearx-challengers-2025-korea-wdg-stage-3-w4) | 132 | 154 | 50 | 18 | 24 |
| [Fresht  FSN](/player/593/fresht) | (+2) | 257 | 0.86 | 177.7 | 0.81 | 63% | 121.8 | 0.59 | 0.21 | 0.09 | 0.13 | 33% | 7% | 3/43 | [19](/505129/fusion-vs-contra-challengers-2025-latam-north-ace-stage-2-w1) | 152 | 187 | 53 | 24 | 33 |
| [Zodiac](/player/29308/zodiac) |  | 235 | 0.86 | 190.5 | 0.87 | 69% | 128.3 | 0.67 | 0.24 | 0.14 | 0.19 | 22% | 18% | 3/17 | [24](/494868/reignite-lily-vs-meteor-game-changers-2025-japan-split-2-lbf) | 158 | 182 | 57 | 34 | 45 |
| [aneXcks  PRS.X](/player/44604/anexcks) | (+4) | 324 | 0.86 | 213.6 | 0.87 | 66% | 130.1 | 0.72 | 0.25 | 0.19 | 0.18 | 25% | 6% | 1/16 | [26](/511013/artificial-intelligence-vs-berzerkers-dawn-game-changers-2025-north-america-stage-2-ubqf) | 234 | 270 | 81 | 61 | 59 |
| [Michel  RBT](/player/29972/michel) | (+1) | 279 | 0.86 | 227.7 | 0.92 | 66% | 143.6 | 0.76 | 0.22 | 0.13 | 0.18 | 31% | 11% | 1/9 | [25](/505102/ramboot-club-vs-ucam-esports-club-challengers-2025-spain-rising-split-3-r5) | 213 | 231 | 60 | 36 | 49 |
| [Sabortzz](/player/53131/sabortzz) | (+2) | 272 | 0.86 | 169.6 | 0.87 | 70% | 118.6 | 0.61 | 0.28 | 0.06 | 0.06 | 35% | 14% | 4/28 | [23](/525801/six-karma-vs-e-xolos-lazer-challengers-2025-latam-north-ace-stage-2-gf) | 166 | 190 | 75 | 15 | 17 |
| [Yeah  OXÜ](/player/32732/yeah) |  | 253 | 0.86 | 195.3 | 0.89 | 74% | 129.3 | 0.67 | 0.20 | 0.19 | 0.19 | 30% | 19% | 4/21 | [18](/493343/stellae-gaming-vs-peek-challengers-2025-brazil-gamers-club-split-2-r5) | 170 | 192 | 51 | 49 | 49 |
| [Ziad  ATN](/player/29951/ziad) | (+2) | 218 | 0.86 | 182.7 | 0.86 | 66% | 118.3 | 0.64 | 0.12 | 0.12 | 0.13 | 34% | 16% | 5/32 | [26](/509985/eintracht-frankfurt-vs-alternate-attax-challengers-2025-dach-evolution-split-3-group-stage-r1) | 140 | 162 | 27 | 26 | 29 |
| [Yohpa  KCBS](/player/24439/yohpa) |  | 212 | 0.86 | 151.8 | 0.83 | 72% | 104.9 | 0.52 | 0.30 | 0.02 | 0.04 | 23% | 10% | 3/31 | [14](/511621/kcorp-blue-stars-vs-hide-on-bush-challengers-2025-france-revolution-split-3-w1) | 110 | 133 | 63 | 4 | 8 |
| [Ch1llzZz  TUMT](/player/37429/ch1llzzz) | (+5) | 225 | 0.85 | 179.2 | 0.83 | 68% | 121.2 | 0.64 | 0.22 | 0.08 | 0.11 | 32% | 12% | 2/17 | [24](/521424/tumt-shark-vs-university-esports-championship-2025-sf) | 144 | 173 | 49 | 19 | 24 |
| [siraphop  SPE](/player/12289/siraphop) | (+2) | 215 | 0.85 | 169.3 | 0.79 | 71% | 114.3 | 0.58 | 0.30 | 0.08 | 0.04 | 32% | 4% | 1/28 | [18](/521239/fancy-united-esports-vs-sharper-esport-challengers-2025-southeast-asia-split-3-w5) | 125 | 158 | 64 | 18 | 9 |
| [snappy  TLNA](/player/46102/snappy) |  | 211 | 0.85 | 174.8 | 0.87 | 63% | 118.5 | 0.64 | 0.17 | 0.10 | 0.08 | 29% | 5% | 1/22 | [30](/521238/oasis-gaming-vs-talon-academy-challengers-2025-southeast-asia-split-3-w5) | 136 | 156 | 35 | 22 | 16 |
| [Levius  BLG](/player/40845/levius) | (+1) | 465 | 0.85 | 169.8 | 0.85 | 69% | 113.4 | 0.59 | 0.23 | 0.05 | 0.10 | 22% | 5% | 1/19 | [26](/506950/bilibili-gaming-vs-trace-esports-vct-2025-china-stage-2-w3) | 276 | 323 | 107 | 22 | 48 |
| [lucks  PUG](/player/23832/lucks) | (+1) | 262 | 0.85 | 153.9 | 0.82 | 69% | 104.2 | 0.55 | 0.19 | 0.06 | 0.07 | 36% | 11% | 4/36 | [18](/493333/2game-academy-vs-f4tality-challengers-2025-brazil-gamers-club-split-2-r4) | 143 | 174 | 50 | 17 | 18 |
| [Fractioned  WYL](/player/50814/fractioned) | (+1) | 419 | 0.85 | 194.8 | 0.85 | 70% | 132.7 | 0.68 | 0.21 | 0.16 | 0.20 | 22% | 10% | 2/20 | [30](/521596/d-ti-ulice-vs-boars-challengers-2025-north-east-samsung-odyssey-split-3-ubsf) | 285 | 335 | 88 | 68 | 82 |
| [Fighter  TU](/player/37847/fighter) | (+1) | 418 | 0.85 | 176.3 | 0.90 | 66% | 112.9 | 0.64 | 0.21 | 0.05 | 0.09 | 28% | 13% | 6/47 | [25](/513074/twisted-minds-vs-the-ultimates-challengers-2025-mena-resilience-gcc-pakistan-iraq-split-2-gf) | 268 | 299 | 87 | 19 | 37 |
| [raafa  DIRE](/player/25743/raafa) |  | 369 | 0.85 | 178.5 | 0.81 | 69% | 116.1 | 0.60 | 0.36 | 0.10 | 0.13 | 22% | 10% | 3/30 | [29](/518754/red-canids-vs-team-solid-challengers-2025-brazil-gamers-club-split-2-lbf) | 220 | 271 | 131 | 38 | 48 |
| [sambae  Abde](/player/29685/sambae) | (+4) | 444 | 0.85 | 162.3 | 0.85 | 69% | 110.1 | 0.59 | 0.24 | 0.05 | 0.07 | 39% | 2% | 1/59 | [23](/511419/overtake-vs-revitalize-funhavergg-zero-in-qualifier-7-gs-opening-b) | 263 | 310 | 108 | 23 | 31 |
| [woowop2009  PG](/player/53833/woowop2009) | (+3) | 252 | 0.85 | 167.5 | 0.81 | 69% | 111.3 | 0.58 | 0.27 | 0.06 | 0.08 | 39% | 7% | 2/29 | [20](/532306/rose-vs-purpose-gaming-funhavergg-back-to-basics-1-ro16) | 147 | 181 | 67 | 14 | 19 |
| [c0n  Outl](/player/32050/c0n) | (+1) | 308 | 0.85 | 180.9 | 0.80 | 61% | 117.7 | 0.63 | 0.17 | 0.08 | 0.07 | 28% | 5% | 3/58 | [23](/532246/tenax-vs-wanted-goons-funhavergg-back-to-basics-1-group-stage-winners-i) | 195 | 245 | 51 | 25 | 22 |
| [W4TER56  20XX](/player/51452/w4ter56) |  | 304 | 0.85 | 173.6 | 0.79 | 68% | 118.7 | 0.60 | 0.27 | 0.11 | 0.11 | 27% | 3% | 1/37 | [23](/516768/bobo-vs-care-mid-challengers-2025-oceania-split-2-r1) | 182 | 230 | 83 | 34 | 34 |
| [lz  2G](/player/6195/lz) |  | 308 | 0.85 | 162.9 | 0.78 | 67% | 104.1 | 0.56 | 0.39 | 0.10 | 0.11 | 38% | 13% | 5/39 | [19](/509819/cloud9-vs-2game-esports-vct-2025-americas-stage-2-w4) | 173 | 223 | 119 | 30 | 35 |
| [nataNk  MKOI](/player/5004/natank) | (+5) | 287 | 0.85 | 172.5 | 0.83 | 66% | 117.4 | 0.61 | 0.22 | 0.11 | 0.16 | 27% | 14% | 5/37 | [22](/511569/koi-vs-apeks-vct-2025-emea-stage-2-w4) | 174 | 210 | 63 | 32 | 45 |
| [Filu  MKOI](/player/4544/filu) | (+5) | 287 | 0.85 | 199.7 | 0.84 | 66% | 131.7 | 0.66 | 0.22 | 0.16 | 0.14 | 27% | 4% | 1/23 | [20](/511575/koi-vs-natus-vincere-vct-2025-emea-stage-2-w5) | 190 | 227 | 64 | 45 | 39 |
| [cybxr](/player/49003/cybxr) | (+2) | 201 | 0.85 | 185.9 | 0.77 | 69% | 124.5 | 0.61 | 0.36 | 0.08 | 0.09 | 26% | 14% | 3/21 | [22](/516772/marlon-n-friends-vs-littlecatboys-challengers-2025-oceania-split-2-r1) | 122 | 159 | 72 | 17 | 18 |
| [aNguiSt  MZP](/player/7490/anguist) | (+1) | 308 | 0.85 | 169.6 | 0.86 | 67% | 115.2 | 0.62 | 0.15 | 0.06 | 0.10 | 34% | 6% | 2/34 | [21](/521602/team-liquid-academy-vs-metizport-challengers-2025-north-east-samsung-odyssey-split-3-lr2) | 192 | 222 | 46 | 19 | 32 |
| [CLZ  ZETA](/player/2615/clz) | (+4) | 238 | 0.85 | 161.3 | 0.81 | 68% | 108.3 | 0.58 | 0.23 | 0.06 | 0.06 | 35% | 24% | 9/37 | [22](/508839/paper-rex-vs-zeta-division-vct-2025-pacific-stage-2-w3) | 138 | 171 | 54 | 15 | 14 |
| [nekky  ULF](/player/12670/nekky) |  | 338 | 0.85 | 160.7 | 0.79 | 69% | 108.9 | 0.54 | 0.31 | 0.06 | 0.08 | 26% | 22% | 6/27 | [19](/511225/ulf-esports-vs-galatasaray-esports-challengers-2025-t-rkiye-birlik-split-3-ubsf) | 183 | 231 | 104 | 19 | 27 |
